year,make,model,price
2023,Infiniti,Q50 Red Sport 400 AWD,58500.0
2023,Infiniti,Q50 3.0t Luxe AWD,44650.0
2023,Infiniti,QX50 SPORT,48500.0
2023,Infiniti,Q50 3.0t SENSORY,48350.0
2023,Infiniti,QX80,72700.0
2023,Infiniti,QX60 SENSORY,58600.0
2023,Infiniti,QX55 Sensory AWD,58050.0
2023,Infiniti,Q60 Red Sport 400 AWD,61200.0
2023,Infiniti,QX55,49150.0
2023,Infiniti,Q50 3.0t Sensory AWD,50350.0
2023,Infiniti,QX60 AUTOGRAPH FWD,63600.0
2023,Infiniti,QX50 SENSORY AWD,54500.0
2023,Infiniti,QX50 AUTOGRAPH,57950.0
2023,Infiniti,QX50 SENSORY,52800.0
2023,Infiniti,QX50 Pure AWD,42300.0
2023,Infiniti,Q60 3.0t Pure AWD,45750.0
2023,Infiniti,QX50 ESSENTIAL,48800.0
2023,Infiniti,QX50 Luxe,43600.0
2023,Infiniti,QX50 Luxe AWD,45350.0
2023,Infiniti,QX50 Pure,40300.0
2023,Infiniti,Q60 Red Sport 400,59200.0
2023,Infiniti,QX80 Sensory,84350.0
2023,Infiniti,QX80 Premium Select,75900.0
2023,Infiniti,QX80 Luxe,72700.0
2023,Infiniti,Q60 3.0t Luxe,52300.0
2023,Infiniti,QX55 Sensory,57800.0
2023,Infiniti,Q60,43250.0
2023,Infiniti,Q60 3.0t Pure,42750.0
2023,Infiniti,Q50,42650.0
2023,Infiniti,QX60 Pure,49200.0
2023,Infiniti,Q50 Red Sport 400,56500.0
2023,Infiniti,Q50 3.0t Sensory,48350.0
2023,Jaguar,I-Pace 90kWh,71300.0
2023,Jaguar,I Pace EV400,69900.0
2023,Jaguar,I Pace EV320,79090.0
2023,Jaguar,F-Pace SVR Edition 1988,110000.0
2023,Jaguar,F-Type Coupe,73400.0
2023,Jaguar,F-Pace,52400.0
2023,Jaguar,E-Pace,48000.0
2023,Jaguar,F-Type 75 Special Edition,86000.0
2023,Jaguar,F-Type Convertible,76700.0
2023,Jaguar,F-Type P450 Convertible,75000.0
2023,Jaguar,I-Pace,71300.0
2023,Jaguar,XF Sedan,47000.0
2023,Jaguar,I-Pace HSE,71300.0
2023,Jaguar,I Pace,87230.0
2023,Jaguar,F Type P450 R Dynamic Coupe,73050.0
2023,Jaguar,F Type P450 R Dynamic,87200.0
2023,Jaguar,F Type P450,76700.0
2023,Jaguar,F-Type P450 R-Dynamic Coupe,83900.0
2023,Jaguar,I-Pace EV400,71000.0
2023,Jaguar,F-Type P450 R-Dynamic Convertible,85000.0
2023,Jaguar,F-Type P380 Coupe,81900.0
2023,Jaguar,F-Type P300 Coupe,63900.0
2023,Jaguar,F Pace SVR,89500.0
2023,Jaguar,F Pace P250 S,56000.0
2023,Jaguar,F Type P450 Coupe,76700.0
2023,Jaguar,F-Pace SVR,89500.0
2023,Jaguar,F-Type R Convertible,111200.0
2023,Jaguar,F-Pace P400 R-Dynamic S,64800.0
2023,Jaguar,F-Pace P340 S,60600.0
2023,Jaguar,F-Type P450 Coupe,73400.0
2023,Jaguar,F-Pace P250 S,56000.0
2023,Jaguar,F-Pace P250,52400.0
2023,Cadillac,CT4 Blackwing,60990.0
2023,Cadillac,Lyriq Tech,57190.0
2023,Cadillac,CT4 Premium,39590.0
2023,Cadillac,CT5-V Base,50995.0
2023,Cadillac,XT5,44190.0
2023,Cadillac,XT4,36295.0
2023,Cadillac,Escalade ESV,82295.0
2023,Cadillac,Escalade,79290.0
2023,Cadillac,CT5,38195.0
2023,Cadillac,CT4,34390.0
2023,Cadillac,Lyriq RWD,63000.0
2023,Cadillac,CT5 Blackwing,85990.0
2023,Cadillac,XT6,49000.0
2023,Cadillac,XT5 Luxury,44190.0
2023,Cadillac,Escalade ESV Premium Luxury,91090.0
2023,Cadillac,Escalade Premium Luxury Platinum,105595.0
2023,Cadillac,CT5-V Blackwing,91995.0
2023,Cadillac,CT5-V,50990.0
2023,Cadillac,CT4-V Blackwing,60495.0
2023,Cadillac,CT4-V,46590.0
2023,Cadillac,Escalade Esv Sport Platinum 4wd,115590.0
2023,Cadillac,Lyriq,57190.0
2023,Cadillac,Lyriq Luxury AWD,63790.0
2023,Cadillac,Escalade-V ESV,152195.0
2023,Cadillac,XT6 Premium,53990.0
2023,Cadillac,Escalade Sport Platinum 4WD,114590.0
2023,Cadillac,Escalade Premium Luxury 4WD,89890.0
2023,Land Rover,Defender 130,90980.0
2023,Land Rover,ge Rover Sport Deer Valley Edition,165000.0
2023,Land Rover,New Range Rover,104500.0
2023,Land Rover,ge Rover SV Lansdowne Edition,301000.0
2023,Land Rover,ge Rover Velar P400 HST,79200.0
2023,Land Rover,ge Rover P565 SVAutobiography LWB,215200.0
2023,Land Rover,ge Rover P565 SVAutobiography Dynamic,186700.0
2023,Land Rover,ge Rover P525 Autobiography LWB,154000.0
2023,Land Rover,ge Rover P525 Westminster LWB,119900.0
2023,Land Rover,ge Rover Hybrid P440e SE PHEV,108400.0
2023,Land Rover,ge Rover P530 SV,193100.0
2023,Land Rover,Discovery Sport P250 R-Dynamic SE,48500.0
2023,Land Rover,Defender 110 Carpathian Edition,118400.0
2023,Land Rover,Defender 130 X,99900.0
2023,Land Rover,Defender First Edition,84700.0
2023,Land Rover,Defender 130 X-Dynamic SE,81400.0
2023,Land Rover,Defender 130 S,68000.0
2023,Land Rover,ge Rover Velar,60300.0
2023,Land Rover,ge Rover Evoque,45000.0
2023,Land Rover,Discovery Sport,43300.0
2023,Land Rover,Discovery,58400.0
2023,Land Rover,Discovery Sport P250 R-Dynamic S,45100.0
2023,Land Rover,ge Rover Velar P340 R-Dynamic S,69200.0
2023,Land Rover,ge Rover 3.0 I Diesel Lwb Se,369940.0
2023,Land Rover,ge Rover SV Carmel Edition,345000.0
2023,Land Rover,ge Rover 3.0 l Petrol LWB SE,397180.0
2023,Land Rover,ge Rover 4.4 I Petrol SE,373070.0
2023,Land Rover,ge Rover 3.0 l Petrol HSE,408680.0
2023,Jeep,Wrangler Willys 4xe plug-in hybrid,54730.0
2023,Jeep,Wagoneer,58990.0
2023,Jeep,Grand Wagoneer L,91490.0
2023,Jeep,Grand Cherokee L,43030.0
2023,Jeep,Grand Cherokee 4xe,59860.0
2023,Jeep,Cherokee,37690.0
2023,Jeep,Wrangler Rubicon 20th Anniversary Edition,69590.0
2023,Jeep,Wrangler Rubicon Edition,69590.0
2023,Jeep,Wrangler Unlimited Rubicon Farout,47490.0
2023,Jeep,Wrangler Unlimited Freedom,35190.0
2023,Jeep,Wrangler Base,54730.0
2023,Jeep,Wagoneer Base,58990.0
2023,Jeep,Compass Sport,29990.0
2023,Jeep,Cherokee Altitude Lux,37695.0
2023,Jeep,Grand Cherokee,41030.0
2023,Jeep,Wrangler High Tide Edition,53400.0
2023,Jeep,Compass,35495.0
2023,Jeep,Grand Wagoneer Series III,71220.0
2023,Jeep,Grand Wagoneer Series II Obsidian,95090.0
2023,Jeep,Wrangler Unlimited Willys,35190.0
2023,Jeep,Gladiator Rubicon,50990.0
2023,Jeep,Grand Wagoneer L Series II Obsidian,98090.0
2023,Jeep,Wagoneer L,62490.0
2023,Jeep,Wagoneer L Series II Carbide 4x4,71080.0
2023,Jeep,Wagoneer L Series II Carbide,68080.0
2023,Jeep,Wrangler Unlimited High Altitude,45620.0
2023,Jeep,Avenger,33000.0
2023,Jeep,Grand Cherokee L Altitude 4x4,44320.0
2023,Jeep,Gladiator Freedom,38770.0
2023,Jeep,Gladiator,38770.0
2023,Jeep,Wrangler,31190.0
2023,Jeep,Wrangler Unlimited High Altitude 4xe plug-in hybrid,56840.0
2023,Jeep,Wagoneer L Series III 4x4,77220.0
2023,Jeep,Wagoneer L Series III,74220.0
2023,Jeep,Wagoneer L Series II 4x4,71080.0
2023,Jeep,Wagoneer L Series II,68080.0
2023,Jeep,Wrangler Unlimited Sahara 4xe plug-in hybrid,56840.0
2023,Jeep,Gladiator Mojave,50250.0
2023,Jeep,Wagoneer L Series I 4x4,65490.0
2023,Volkswagen,ID.4 GTX,57540.0
2023,Volkswagen,Polo GTI Edition 25,25500.0
